Time,X,Y,Z
0.0,10.0,4.0,20.0
0.01,10.099950058872837,4.039984393397762,20.198894147182095
0.02,10.199850447112025,4.0799532647225085,20.396683727246682
0.03,10.299701434292404,4.119906698216377,20.593370017358836
0.04,10.399503289073898,4.159844777835594,20.788954286183692
0.05,10.499256279205232,4.199767587251635,20.98343779392155
0.060000000000000005,10.59896067152756,4.239675209852363,21.176821792342725
0.07,10.69861673197804,4.279567728743138,21.36910752482213
0.08,10.79822472559334,4.319445226747919,21.560296226373584
0.09,10.89778491651307,4.3593077864103345,21.750389123683888
0.09999999999999999,10.99729756798316,4.399155489994738,21.93938743514662
0.10999999999999999,11.09676294235916,4.438988419487237,22.12729237089569
0.11999999999999998,11.196181301109473,4.47880665659671,22.314105132838645
0.12999999999999998,11.295552904818521,4.5186102827557875,22.49982691468971
0.13999999999999999,11.394878013189848,4.558399379121827,22.6844589020026
0.15,11.494156885049135,4.598174026577854,22.868002272203082
0.16,11.593389778347166,4.637934305733489,23.050458194621303
0.17,11.692576950162712,4.677680296925847,23.231827830523862
0.18000000000000002,11.79171865670534,4.717412080220418,23.41211233314566
0.19000000000000003,11.89081515331816,4.757129735411924,23.591312847721518
0.20000000000000004,11.989866694480488,4.796833342025152,23.769430511517555
0.21000000000000005,12.088873533810446,4.836522979315763,23.946466453862346
0.22000000000000006,12.18783592406748,4.876198726271086,24.122421796177846
0.23000000000000007,12.286754117154809,4.915860661610877,24.2972976520101
0.24000000000000007,12.38562836412179,4.955508863788058,24.47109512705973
0.25000000000000006,12.484458915166213,4.99514341098944,24.643815319212187
0.26000000000000006,12.583246019636524,5.034764381136412,24.815459318567818
0.2700000000000001,12.681989926033951,5.0743718518856085,24.986028207471694
0.2800000000000001,12.780690882014573,5.113965900629553,25.155523060543242
0.2900000000000001,12.879349134391292,5.1535466044972775,25.32394494470566
0.3000000000000001,12.977964929135737,5.193114040354917,25.491294919215132
0.3100000000000001,13.076538511380077,5.232668284806274,25.65757403568985
0.3200000000000001,13.175070125418756,5.2722094141933615,25.82278333813881
0.3300000000000001,13.27356001471014,5.311737504596919,25.98692386299043
0.34000000000000014,13.372008421878087,5.351252631836902,26.149996639120978
0.35000000000000014,13.47041558871342,5.390754871472943,26.312002687882792
0.36000000000000015,13.568781756175325,5.430244298804788,26.472943023132324
0.37000000000000016,13.667107164392648,5.469720988872702,26.63281865125798
0.38000000000000017,13.76539205266512,5.50918501645785,26.79163057120781
0.3900000000000002,13.863636659464474,5.548636456082647,26.949379774516974
0.4000000000000002,13.961841222435472,5.588075382011085,27.10606724533506
0.4100000000000002,14.06000597839686,5.627501868249019,27.261693960453222
0.4200000000000002,14.1581311633422,5.666915988544437,27.416260889331145
0.4300000000000002,14.256217012440619,5.706317816387693,27.56976899412382
0.4400000000000002,14.354263760037473,5.74570742501171,27.72221922970819
0.45000000000000023,14.452271639654887,5.785084887392152,27.87361254370961
0.46000000000000024,14.55024088399222,5.8244502762475685,28.02394987652813
0.47000000000000025,14.648171724926408,5.863803664039502,28.173232161364663
0.48000000000000026,14.746064393512217,5.9031451229725675,28.32146032424697
0.49000000000000027,14.84391911998239,5.942474724994496,28.4686352840555
0.5000000000000002,14.941736133747678,5.981792541796149,28.614757952549077
0.5100000000000002,15.039515663396779,6.021098644811493,28.75982923439045
0.5200000000000002,15.137257936696152,6.060393105217547,28.9038500271717
0.5300000000000002,15.234963180589723,6.099675993934288,29.046821221439515
0.5400000000000003,15.332631621198491,6.138947381624528,29.188743700720313
0.5500000000000003,15.43026348382,6.17820733869375,29.329618341545252
0.5600000000000003,15.5278589929277,6.217455935289906,29.469446013475107
0.5700000000000003,15.625418372170197,6.256693241303187,29.608227579125018
0.5800000000000003,15.722941844370371,6.295919326365741,29.74596389418912
0.5900000000000003,15.820429631524382,6.33513425985137,29.882655807465067
0.6000000000000003,15.917881954800535,6.3743381108751676,30.018304160878426
0.6100000000000003,16.01529903453803,6.413530948293135,30.152909789506978
0.6200000000000003,16.112681090245587,6.452712840701746,30.2864735216049
0.6300000000000003,16.21002834059991,6.491883856437472,30.41899617862686
0.6400000000000003,16.307341003444055,6.531044063576267,30.550478575252008
0.6500000000000004,16.404619295785643,6.570193529933014,30.680921519407878
0.6600000000000004,16.50186343379492,6.609332323060913,30.8103258122942
0.6700000000000004,16.599073632802703,6.648460510250845,30.93869224840662
0.6800000000000004,16.696250107298155,6.687578158530674,31.06602161556037
0.6900000000000004,16.793393070926438,6.726685334664513,31.192314694913822
0.7000000000000004,16.890502736486194,6.765782105151937,31.317572260992012
0.7100000000000004,16.987579315926887,6.804868536227152,31.441795081710072
0.7200000000000004,17.08462302034598,6.843944693858119,31.564983918396614
